person,personLabel,location,birthyear,sitelinks
http://www.wikidata.org/entity/Q61267,Johann Heinrich von Mädler,Point(13.383333333 52.516666666),1794,26
http://www.wikidata.org/entity/Q61793,Rahel Varnhagen,Point(13.383333333 52.516666666),1771,27
http://www.wikidata.org/entity/Q62022,Prince Wilhelm of Prussia,Point(13.383333333 52.516666666),1783,23
http://www.wikidata.org/entity/Q62025,Princess Sophia Dorothea of Prussia,Point(13.383333333 52.516666666),1719,25
http://www.wikidata.org/entity/Q62043,Princess Philippine Charlotte of Prussia,Point(13.383333333 52.516666666),1716,26
http://www.wikidata.org/entity/Q62837,Caspar Friedrich Wolff,Point(13.383333333 52.516666666),1734,27
http://www.wikidata.org/entity/Q63176,Adam Müller,Point(13.383333333 52.516666666),1779,21
http://www.wikidata.org/entity/Q63509,Hans Hermann von Katte,Point(13.383333333 52.516666666),1704,17
http://www.wikidata.org/entity/Q63965,Ludwig Adolf Wilhelm von Lützow,Point(13.383333333 52.516666666),1782,16
http://www.wikidata.org/entity/Q64225,Princess Frederica Wilhelmina of Prussia,Point(13.383333333 52.516666666),1796,20
http://www.wikidata.org/entity/Q64561,Gustav Rose,Point(13.383333333 52.516666666),1798,16
http://www.wikidata.org/entity/Q65053,"Friedrich Wilhelm, Count Brandenburg",Point(13.383333333 52.516666666),1792,16
http://www.wikidata.org/entity/Q65523,Ludwig Bledow,Point(13.383333333 52.516666666),1795,15
http://www.wikidata.org/entity/Q65780,Ernst Ludwig von Gerlach,Point(13.383333333 52.516666666),1795,15
http://www.wikidata.org/entity/Q66005,Margrave Christian Ludwig of Brandenburg-Schwedt,Point(13.383333333 52.516666666),1677,15
http://www.wikidata.org/entity/Q66077,Ferdinand Deppe,Point(13.383333333 52.516666666),1795,15
http://www.wikidata.org/entity/Q6694,Alexander von Humboldt,Point(13.383333333 52.516666666),1769,124
http://www.wikidata.org/entity/Q28858,Ludwig Rellstab,Point(13.383333333 52.516666666),1799,22
http://www.wikidata.org/entity/Q33550,Frederick II of Prussia,Point(13.383333333 52.516666666),1712,117
http://www.wikidata.org/entity/Q50804,Karl von Grolman,Point(13.383333333 52.516666666),1777,12
http://www.wikidata.org/entity/Q50922,Prince Augustus Ferdinand of Prussia,Point(13.383333333 52.516666666),1730,23
http://www.wikidata.org/entity/Q50993,Prince Heinrich of Prussia,Point(13.383333333 52.516666666),1726,27
http://www.wikidata.org/entity/Q51989,Johann Gottfried Schadow,Point(13.383333333 52.516666666),1764,31
http://www.wikidata.org/entity/Q57180,Frederick William IV of Prussia,Point(13.383333333 52.516666666),1795,65
http://www.wikidata.org/entity/Q57207,Alexandra Feodorovna,Point(13.383333333 52.516666666),1798,46
http://www.wikidata.org/entity/Q57239,Ludwig Tieck,Point(13.383333333 52.516666666),1773,60
http://www.wikidata.org/entity/Q57983,Andreas Sigismund Marggraf,Point(13.383333333 52.516666666),1709,27
http://www.wikidata.org/entity/Q58003,"Wilhelmina of Prussia, Princess of Orange",Point(13.383333333 52.516666666),1751,28
http://www.wikidata.org/entity/Q58857,Carl Friedrich Zelter,Point(13.383333333 52.516666666),1758,28
http://www.wikidata.org/entity/Q60133,Wilhelm Beer,Point(13.383333333 52.516666666),1797,35
http://www.wikidata.org/entity/Q60193,Franz Karl Achard,Point(13.383333333 52.516666666),1753,32
http://www.wikidata.org/entity/Q60576,Wilhelm Heinrich Wackenroder,Point(13.383333333 52.516666666),1773,24
http://www.wikidata.org/entity/Q76247,Franz Christian Gau,Point(6.957777777 50.942222222),1790,12
http://www.wikidata.org/entity/Q84922,"Meinhardt Schomberg, 3rd Duke of Schomberg",Point(6.957777777 50.942222222),1641,9
http://www.wikidata.org/entity/Q86092,Adam Adami,Point(6.957777777 50.942222222),1610,6
http://www.wikidata.org/entity/Q67737,Friedrich August von der Marwitz,Point(13.383333333 52.516666666),1777,8
http://www.wikidata.org/entity/Q67815,Helmina von Chézy,Point(13.383333333 52.516666666),1783,13
http://www.wikidata.org/entity/Q68085,Hans Ferdinand Massmann,Point(13.383333333 52.516666666),1797,12
http://www.wikidata.org/entity/Q68645,Eduard Gans,Point(13.383333333 52.516666666),1797,14
http://www.wikidata.org/entity/Q68645,Eduard Gans,Point(13.383333333 52.516666666),1798,14
http://www.wikidata.org/entity/Q69294,Karl Gottlob Zumpt,Point(13.383333333 52.516666666),1792,10
http://www.wikidata.org/entity/Q70138,Abraham Mendelssohn Bartholdy,Point(13.383333333 52.516666666),1776,11
http://www.wikidata.org/entity/Q70138,Abraham Mendelssohn Bartholdy,Point(13.383333333 52.516666666),1776,11
http://www.wikidata.org/entity/Q70435,Ludwig Robert,Point(13.383333333 52.516666666),1778,10
http://www.wikidata.org/entity/Q70457,Maurice Schlesinger,Point(13.383333333 52.516666666),1798,9
http://www.wikidata.org/entity/Q87093,"Charles, Electoral Prince of Brandenburg",Point(13.383333333 52.516666666),1655,16
http://www.wikidata.org/entity/Q88019,Gustav Friedrich Wilhelm Großmann,Point(13.383333333 52.516666666),1743,9
http://www.wikidata.org/entity/Q88019,Gustav Friedrich Wilhelm Großmann,Point(13.383333333 52.516666666),1743,9
http://www.wikidata.org/entity/Q88019,Gustav Friedrich Wilhelm Großmann,Point(13.383333333 52.516666666),1746,9
http://www.wikidata.org/entity/Q88308,Veitel-Heine Ephraim,Point(13.383333333 52.516666666),1703,6
http://www.wikidata.org/entity/Q88385,Johann Heinrich Samuel Formey,Point(13.383333333 52.516666666),1711,9
http://www.wikidata.org/entity/Q63460,Henriette Herz,Point(13.383333333 52.516666666),1764,16
http://www.wikidata.org/entity/Q76692,Augustus Siebe,Point(13.358888888 51.026944444),1788,11
http://www.wikidata.org/entity/Q77425,Johann Sigmund Deybel von Hammerau,Point(13.358888888 51.026944444),1686,9
http://www.wikidata.org/entity/Q77425,Johann Sigmund Deybel von Hammerau,Point(13.358888888 51.026944444),1687,9
http://www.wikidata.org/entity/Q4451254,Johann Gottfried Tannauer,Point(13.358888888 51.026944444),1680,6
http://www.wikidata.org/entity/Q4843751,Jan Samuel Becker,Point(13.358888888 51.026944444),1735,6
http://www.wikidata.org/entity/Q349170,Adam Drese,Point(11.0 51.0),1620,9
http://www.wikidata.org/entity/Q101463,Ferdinand Franz Wallraf,Point(6.957777777 50.942222222),1748,10
http://www.wikidata.org/entity/Q103934,Everhard Jabach,Point(6.957777777 50.942222222),1618,8
http://www.wikidata.org/entity/Q89220,Johann Wilhelm Löbell,Point(13.383333333 52.516666666),1786,6
http://www.wikidata.org/entity/Q77933,Caroline von Briest,Point(13.383333333 52.516666666),1773,10
http://www.wikidata.org/entity/Q78101,Johann Friedrich Hennert,Point(13.383333333 52.516666666),1733,8
http://www.wikidata.org/entity/Q78356,Dorothea Tieck,Point(13.383333333 52.516666666),1799,9
http://www.wikidata.org/entity/Q84443,August Ferdinand Bernhardi,Point(13.383333333 52.516666666),1769,9
http://www.wikidata.org/entity/Q84512,Wilhelm von Schütz,Point(13.383333333 52.516666666),1776,8
http://www.wikidata.org/entity/Q84523,Karl Friedrich Becker,Point(13.383333333 52.516666666),1777,8
http://www.wikidata.org/entity/Q84644,Johann Georg Krünitz,Point(13.383333333 52.516666666),1728,8
http://www.wikidata.org/entity/Q84929,Emilie Ortlöpp,Point(13.383333333 52.516666666),1791,7
http://www.wikidata.org/entity/Q70762,Prince Frederick of Prussia,Point(13.383333333 52.516666666),1794,15
http://www.wikidata.org/entity/Q70849,Julius Eduard Hitzig,Point(13.383333333 52.516666666),1780,13
http://www.wikidata.org/entity/Q70871,Paul Erman,Point(13.383333333 52.516666666),1764,14
http://www.wikidata.org/entity/Q70916,Johann Nathanael Lieberkühn,Point(13.383333333 52.516666666),1711,12
http://www.wikidata.org/entity/Q70937,Christian Wilhelm Kindleben,Point(13.383333333 52.516666666),1748,9
http://www.wikidata.org/entity/Q70988,Ludwig Achim von Arnim,Point(13.383333333 52.516666666),1781,55
http://www.wikidata.org/entity/Q71464,Carl von Winterfeld,Point(13.383333333 52.516666666),1784,10
http://www.wikidata.org/entity/Q71571,Peter Carl Bouché,Point(13.383333333 52.516666666),1782,7
http://www.wikidata.org/entity/Q71571,Peter Carl Bouché,Point(13.383333333 52.516666666),1783,7
http://www.wikidata.org/entity/Q71750,Ludwig Devrient,Point(13.383333333 52.516666666),1784,9
http://www.wikidata.org/entity/Q71957,August Wilhelm Bach,Point(13.383333333 52.516666666),1796,12
http://www.wikidata.org/entity/Q72012,Friedrich Wilhelm von Grumbkow,Point(13.383333333 52.516666666),1678,11
http://www.wikidata.org/entity/Q72151,Markus Herz,Point(13.383333333 52.516666666),1747,10
http://www.wikidata.org/entity/Q72289,Johann Gustav Gottlieb Büsching,Point(13.383333333 52.516666666),1783,12
http://www.wikidata.org/entity/Q91726,Adelheid Amalie Gallitzin,Point(13.383333333 52.516666666),1748,7
http://www.wikidata.org/entity/Q92192,Helene Liebmann,Point(13.383333333 52.516666666),1795,6
http://www.wikidata.org/entity/Q92246,Sophie Charlotte Ackermann,Point(13.383333333 52.516666666),1714,7
http://www.wikidata.org/entity/Q92246,Sophie Charlotte Ackermann,Point(13.383333333 52.516666666),1714,7
http://www.wikidata.org/entity/Q255261,Anna Maria van Schurman,Point(6.957777777 50.942222222),1607,30
http://www.wikidata.org/entity/Q316725,Anselm Franz von Ingelheim,Point(6.957777777 50.942222222),1634,9
http://www.wikidata.org/entity/Q324128,Ludwig von Siegen,Point(6.957777777 50.942222222),1609,7
http://www.wikidata.org/entity/Q334615,Karoline von Manderscheid-Blankenheim,Point(6.957777777 50.942222222),1768,12
http://www.wikidata.org/entity/Q334615,Karoline von Manderscheid-Blankenheim,Point(6.957777777 50.942222222),1768,12
http://www.wikidata.org/entity/Q76353,Carl Ludwig Willdenow,Point(13.383333333 52.516666666),1765,37
http://www.wikidata.org/entity/Q76517,Alexander Gottlieb Baumgarten,Point(13.383333333 52.516666666),1714,52
http://www.wikidata.org/entity/Q77068,Julius Klaproth,Point(13.383333333 52.516666666),1783,22
http://www.wikidata.org/entity/Q77103,Carl Ludvig Engel,Point(13.383333333 52.516666666),1778,28
http://www.wikidata.org/entity/Q77271,Dorothea von Schlegel,Point(13.383333333 52.516666666),1764,20
http://www.wikidata.org/entity/Q77286,Heinrich Rose,Point(13.383333333 52.516666666),1795,23
http://www.wikidata.org/entity/Q77498,Friedrich Eduard Beneke,Point(13.383333333 52.516666666),1798,15
http://www.wikidata.org/entity/Q77606,Immanuel Bekker,Point(13.383333333 52.516666666),1785,19
http://www.wikidata.org/entity/Q77693,Wilhelm Fürst von Radziwill,Point(13.383333333 52.516666666),1797,11
http://www.wikidata.org/entity/Q63030,Friedrich Krupp,Point(7.013055555 51.450833333),1787,15
http://www.wikidata.org/entity/Q71734,Johan van Galen,Point(7.013055555 51.450833333),1604,10
http://www.wikidata.org/entity/Q77906,Francis Lieber,Point(13.383333333 52.516666666),1798,16
http://www.wikidata.org/entity/Q89030,Franz Dinnendahl,Point(7.013055555 51.450833333),1775,6
http://www.wikidata.org/entity/Q67263,Sulpiz Boisserée,Point(6.957777777 50.942222222),1783,10
http://www.wikidata.org/entity/Q69878,Maximilian Friedrich von Königsegg-Rothenfels,Point(6.957777777 50.942222222),1708,11
http://www.wikidata.org/entity/Q89555,Jakob Heinrich Laspeyres,Point(13.383333333 52.516666666),1768,6
http://www.wikidata.org/entity/Q89739,Samuel von Schmettau,Point(13.383333333 52.516666666),1684,6
http://www.wikidata.org/entity/Q90196,Henriette Marie of Brandenburg-Schwedt,Point(13.383333333 52.516666666),1702,14
http://www.wikidata.org/entity/Q90485,Carl von Decker,Point(13.383333333 52.516666666),1784,6
http://www.wikidata.org/entity/Q90485,Carl von Decker,Point(13.383333333 52.516666666),1784,6
http://www.wikidata.org/entity/Q432904,Gottfried Schädel,Point(10.084261111 53.582033333),1680,7
http://www.wikidata.org/entity/Q2101309,Albertus Henricus Wiese,Point(8.5913 53.347266666),1761,6
http://www.wikidata.org/entity/Q61031,Johann Jacob Dillenius,Point(8.65 49.866666666),1684,17
http://www.wikidata.org/entity/Q61031,Johann Jacob Dillenius,Point(8.65 49.866666666),1684,17
http://www.wikidata.org/entity/Q61031,Johann Jacob Dillenius,Point(8.65 49.866666666),1687,17
http://www.wikidata.org/entity/Q62217,Magdalena Sibylla of Hesse-Darmstadt,Point(8.65 49.866666666),1652,19
http://www.wikidata.org/entity/Q72532,Friedrich von Canitz,Point(13.383333333 52.516666666),1654,7
http://www.wikidata.org/entity/Q72600,Daniel Itzig,Point(13.383333333 52.516666666),1723,9
http://www.wikidata.org/entity/Q72600,Daniel Itzig,Point(13.383333333 52.516666666),1723,9
http://www.wikidata.org/entity/Q515759,Elisabeth Charlotte of Anhalt-Harzgerode,Point(11.47 51.971111111),1647,9
http://www.wikidata.org/entity/Q95363,Franziska Stading,Point(13.383333333 52.516666666),1763,6
http://www.wikidata.org/entity/Q95534,Johann Ludwig Casper,Point(13.383333333 52.516666666),1796,9
http://www.wikidata.org/entity/Q95779,Ernst Eiselen,Point(13.383333333 52.516666666),1793,6
http://www.wikidata.org/entity/Q62851,Friedrich Arnold Brockhaus,Point(7.465277777 51.513888888),1772,24
http://www.wikidata.org/entity/Q97039,Sophie Schröder,Point(8.766666666 51.716666666),1781,9
http://www.wikidata.org/entity/Q109613,Friedrich Wilhelm von Westphalen,Point(8.766666666 51.716666666),1727,9
http://www.wikidata.org/entity/Q213655,Friedrich Sertürner,Point(8.766666666 51.716666666),1783,31
http://www.wikidata.org/entity/Q90855,Henriette Paalzow,Point(13.383333333 52.516666666),1788,7
http://www.wikidata.org/entity/Q91026,Henriette Vogel,Point(13.383333333 52.516666666),1780,6
http://www.wikidata.org/entity/Q566522,Bernhard Klein,Point(6.957777777 50.942222222),1793,12
http://www.wikidata.org/entity/Q643621,Jacques Ignace Hittorff,Point(6.957777777 50.942222222),1792,17
http://www.wikidata.org/entity/Q70318,Johann Heinrich Merck,Point(8.65 49.866666666),1741,13
http://www.wikidata.org/entity/Q76135,Carl Ernst Christoph Hess,Point(8.65 49.866666666),1755,7
http://www.wikidata.org/entity/Q87408,Friedrich Eduard Schulz,Point(8.65 49.866666666),1799,11
http://www.wikidata.org/entity/Q90222,Johann Christian Felix Baehr,Point(8.65 49.866666666),1798,9
http://www.wikidata.org/entity/Q96515,Joseph Mendelssohn,Point(13.383333333 52.516666666),1770,9
http://www.wikidata.org/entity/Q72762,Ludwig Friedrich Leopold von Gerlach,Point(13.383333333 52.516666666),1790,14
http://www.wikidata.org/entity/Q72859,Eduard Magnus,Point(13.383333333 52.516666666),1799,13
http://www.wikidata.org/entity/Q73236,Peter Friedrich Bouché,Point(13.383333333 52.516666666),1785,8
http://www.wikidata.org/entity/Q74040,August Otto Rühle von Lilienstern,Point(13.383333333 52.516666666),1780,7
http://www.wikidata.org/entity/Q75081,Johann Friedrich Unger,Point(13.383333333 52.516666666),1753,10
http://www.wikidata.org/entity/Q96521,David ben Naphtali Fränkel,Point(13.383333333 52.516666666),1707,7
http://www.wikidata.org/entity/Q97151,Lazarus Bendavid,Point(13.383333333 52.516666666),1762,9
http://www.wikidata.org/entity/Q166701,"Ludwig II, Grand Duke of Hesse",Point(8.65 49.866666666),1777,31
http://www.wikidata.org/entity/Q167564,Princess Friederike Charlotte of Hesse-Darmstadt,Point(8.65 49.866666666),1698,16
http://www.wikidata.org/entity/Q213610,"Ludwig IX, Landgrave of Hesse-Darmstadt",Point(8.65 49.866666666),1719,25
http://www.wikidata.org/entity/Q213677,"Ludwig VIII, Landgrave of Hesse-Darmstadt",Point(8.65 49.866666666),1691,23
http://www.wikidata.org/entity/Q214095,Georges Karel van Hessen-Darmstadt,Point(8.65 49.866666666),1754,9
http://www.wikidata.org/entity/Q234249,Landgravine Augusta Wilhelmine of Hesse-Darmstadt,Point(8.65 49.866666666),1765,28
http://www.wikidata.org/entity/Q257483,Landgravine Friederike of Hesse-Darmstadt,Point(8.65 49.866666666),1752,23
http://www.wikidata.org/entity/Q267347,"Louis VI, Landgrave of Hesse-Darmstadt",Point(8.65 49.866666666),1630,22
http://www.wikidata.org/entity/Q267354,"George II, Landgrave of Hesse-Darmstadt",Point(8.65 49.866666666),1605,23
http://www.wikidata.org/entity/Q267384,"Louis VII, Landgrave of Hesse-Darmstadt",Point(8.65 49.866666666),1658,21
http://www.wikidata.org/entity/Q270110,Anne Eleonore of Hesse-Darmstadt,Point(8.65 49.866666666),1601,21
http://www.wikidata.org/entity/Q270161,Princess Louise of Hesse-Darmstadt,Point(8.65 49.866666666),1761,20
http://www.wikidata.org/entity/Q271829,Landgravine Charlotte of Hesse-Darmstadt,Point(8.65 49.866666666),1755,17
http://www.wikidata.org/entity/Q278001,Marie Elisabeth of Hesse-Darmstadt,Point(8.65 49.866666666),1656,14
http://www.wikidata.org/entity/Q288703,Karoline Luise of Hesse-Darmstadt,Point(8.65 49.866666666),1723,24
